Project_ID,Phase_Num,Phase_Name,Cumulative_Delay_Days,Cumulative_Cost_Overrun_Cr,Project_Type,Voltage_Level,Project_Location,Project_Size,Contract_Type,Planned_Duration,Total_Budget_Cr,Start_Date,Engg_%Complete,Engg_Planned_Days,Engg_Actual_Days,Engg_Planned_Cost_Cr,Engg_Actual_Cost_Cr,DPR_Status,Design_Changes,ROW_%Complete,ROW_Planned_Days,ROW_Actual_Days,ROW_Planned_Cost_Cr,ROW_Actual_Cost_Cr,Forest_Clearance,Statutory_Approvals,Supply_%Complete,Supply_Planned_Days,Supply_Actual_Days,Supply_Planned_Cost_Cr,Supply_Actual_Cost_Cr,Orders_Placed,Equip_Delivery_Status,Civil_%Complete,Civil_Planned_Days,Civil_Actual_Days,Civil_Planned_Cost_Cr,Civil_Actual_Cost_Cr,Foundations_Complete,Site_Access,Erection_%Complete,Erection_Planned_Days,Erection_Actual_Days,Erection_Planned_Cost_Cr,Erection_Actual_Cost_Cr,Towers_Erected_Pct,Structures_Complete,Stringing_%Complete,Stringing_Planned_Days,Stringing_Actual_Days,Stringing_Planned_Cost_Cr,Stringing_Actual_Cost_Cr,Conductor_Strung_Pct,Terrain_Type,Testing_%Complete,Testing_Planned_Days,Testing_Actual_Days,Testing_Planned_Cost_Cr,Testing_Actual_Cost_Cr,Trial_Run_Status,DOCO_Date,
System strengthening for IPPs in Chhattisgarh and other generation projects in western region - Vindhyachal STPS - IV & V-Vindhyachal pool 400 kV D/C (Q) line,1,Planning/Engineering,-2,2.1,Line,400kV,"Madhya Pradesh, Singrauli",180,EPC,24,280,01-01-2024,100,90,88,28,30.1,Approved,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
System strengthening for IPPs in Chhattisgarh and other generation projects in western region - Vindhyachal STPS - IV & V-Vindhyachal pool 400 kV D/C (Q) line,2,Approvals & ROW,43,35.3,Line,400kV,"Madhya Pradesh, Singrauli",180,EPC,24,280,01-01-2024,100,90,88,28,30.1,Approved,0,100,150,195,42,65.2,1,Complete,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
System strengthening for IPPs in Chhattisgarh and other generation projects in western region - Vindhyachal STPS - IV & V-Vindhyachal pool 400 kV D/C (Q) line,3,Procurement/Supply,45,40.2,Line,400kV,"Madhya Pradesh, Singrauli",180,EPC,24,280,01-01-2024,100,90,88,28,30.1,Approved,0,100,150,195,42,65.2,1,Complete,100,70,72,70,74.9,1,OnTime,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
System strengthening for IPPs in Chhattisgarh and other generation projects in western region - Vindhyachal STPS - IV & V-Vindhyachal pool 400 kV D/C (Q) line,4,Site Preparation/Civil,70,54.5,Line,400kV,"Madhya Pradesh, Singrauli",180,EPC,24,280,01-01-2024,100,90,88,28,30.1,Approved,0,100,150,195,42,65.2,1,Complete,100,70,72,70,74.9,1,OnTime,100,100,125,42,52.3,96,1,,,,,,,,,,,,,,,,,,,,,,
System strengthening for IPPs in Chhattisgarh and other generation projects in western region - Vindhyachal STPS - IV & V-Vindhyachal pool 400 kV D/C (Q) line,5,Erection/Construction,85,65.3,Line,400kV,"Madhya Pradesh, Singrauli",180,EPC,24,280,01-01-2024,100,90,88,28,30.1,Approved,0,100,150,195,42,65.2,1,Complete,100,70,72,70,74.9,1,OnTime,100,100,125,42,52.3,96,1,100,120,135,56,60.8,97,1,,,,,,,,,,,,,,,
System strengthening for IPPs in Chhattisgarh and other generation projects in western region - Vindhyachal STPS - IV & V-Vindhyachal pool 400 kV D/C (Q) line,6,Stringing/Cabling,87,66.8,Line,400kV,"Madhya Pradesh, Singrauli",180,EPC,24,280,01-01-2024,100,90,88,28,30.1,Approved,0,100,150,195,42,65.2,1,Complete,100,70,72,70,74.9,1,OnTime,100,100,125,42,52.3,96,1,100,120,135,56,60.8,97,1,100,80,82,28,29.5,98,Forest,,,,,,,,
System strengthening for IPPs in Chhattisgarh and other generation projects in western region - Vindhyachal STPS - IV & V-Vindhyachal pool 400 kV D/C (Q) line,7,Testing & Commissioning,88,68.5,Line,400kV,"Madhya Pradesh, Singrauli",180,EPC,24,280,01-01-2024,100,90,88,28,30.1,Approved,0,100,150,195,42,65.2,1,Complete,100,70,72,70,74.9,1,OnTime,100,100,125,42,52.3,96,1,100,120,135,56,60.8,97,1,100,80,82,28,29.5,98,Forest,100,45,46,14,14.7,Successful,15-12-2025,
Transmission System Strengthening associated with Vindhyachal- V - Vindhyachal Pooling Station - Jabalpur Pooling Station line 765 kV D/C line,1,Planning/Engineering,-2,3,Line,765kV,"Madhya Pradesh, Jabalpur",220,TBCB,24,2368,16-09-2025,100,90,88,237,240,Approved,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Transmission System Strengthening associated with Vindhyachal- V - Vindhyachal Pooling Station - Jabalpur Pooling Station line 765 kV D/C line,2,Approvals & ROW,43,228,Line,765kV,"Madhya Pradesh, Jabalpur",220,TBCB,24,2368,16-09-2025,100,90,88,237,240,Approved,0,100,150,195,355,520,1,Complete,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Transmission System Strengthening associated with Vindhyachal- V - Vindhyachal Pooling Station - Jabalpur Pooling Station line 765 kV D/C line,3,Procurement/Supply,45,246,Line,765kV,"Madhya Pradesh, Jabalpur",220,TBCB,24,2368,16-09-2025,100,90,88,237,240,Approved,0,100,150,195,355,520,1,Complete,100,70,72,592,610,1,Delayed,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Transmission System Strengthening associated with Vindhyachal- V - Vindhyachal Pooling Station - Jabalpur Pooling Station line 765 kV D/C line,4,Site Preparation/Civil,63,364,Line,765kV,"Madhya Pradesh, Jabalpur",220,TBCB,24,2368,16-09-2025,100,90,88,237,240,Approved,0,100,150,195,355,520,1,Complete,100,70,72,592,610,1,Delayed,100,90,108,355,425,95,1,,,,,,,,,,,,,,,,,,,,,,
Transmission System Strengthening associated with Vindhyachal- V - Vindhyachal Pooling Station - Jabalpur Pooling Station line 765 kV D/C line,5,Erection/Construction,78,390,Line,765kV,"Madhya Pradesh, Jabalpur",220,TBCB,24,2368,16-09-2025,100,90,88,237,240,Approved,0,100,150,195,355,520,1,Complete,100,70,72,592,610,1,Delayed,100,90,108,355,425,95,1,100,120,135,474,500,96,1,,,,,,,,,,,,,,,
Transmission System Strengthening associated with Vindhyachal- V - Vindhyachal Pooling Station - Jabalpur Pooling Station line 765 kV D/C line,6,Stringing/Cabling,80,398,Line,765kV,"Madhya Pradesh, Jabalpur",220,TBCB,24,2368,16-09-2025,100,90,88,237,240,Approved,0,100,150,195,355,520,1,Complete,100,70,72,592,610,1,Delayed,100,90,108,355,425,95,1,100,120,135,474,500,96,1,100,80,82,237,245,98,Hilly,,,,,,,,
Transmission System Strengthening associated with Vindhyachal- V - Vindhyachal Pooling Station - Jabalpur Pooling Station line 765 kV D/C line,7,Testing & Commissioning,81,400,Line,765kV,"Madhya Pradesh, Jabalpur",220,TBCB,24,2368,16-09-2025,100,90,88,237,240,Approved,0,100,150,195,355,520,1,Complete,100,70,72,592,610,1,Delayed,100,90,108,355,425,95,1,100,120,135,474,500,96,1,100,80,82,237,245,98,Hilly,100,45,46,118,120,Successful,15-09-2027,
Transmission system associated with IPPs of Nagapattinam / Cuddalore Area- Package A - Salem - Madhugiri 765 kV S/C line,1,Planning/Engineering,-5,1,Line,765kV,"Tamil Nadu, Dharmapuri to Karnataka, Tumkur",220,TBCB,24,350,01-01-2017,100,90,85,35,36,Approved,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Transmission system associated with IPPs of Nagapattinam / Cuddalore Area- Package A - Salem - Madhugiri 765 kV S/C line,2,Approvals & ROW,25,40,Line,765kV,"Tamil Nadu, Dharmapuri to Karnataka, Tumkur",220,TBCB,24,350,01-01-2017,100,90,85,35,36,Approved,0,100,150,180,52.5,75,1,Complete,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Transmission system associated with IPPs of Nagapattinam / Cuddalore Area- Package A - Salem - Madhugiri 765 kV S/C line,3,Procurement/Supply,30,48,Line,765kV,"Tamil Nadu, Dharmapuri to Karnataka, Tumkur",220,TBCB,24,350,01-01-2017,100,90,85,35,36,Approved,0,100,150,180,52.5,75,1,Complete,100,70,75,87.5,95,1,Delayed,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Transmission system associated with IPPs of Nagapattinam / Cuddalore Area- Package A - Salem - Madhugiri 765 kV S/C line,4,Site Preparation/Civil,45,61,Line,765kV,"Tamil Nadu, Dharmapuri to Karnataka, Tumkur",220,TBCB,24,350,01-01-2017,100,90,85,35,36,Approved,0,100,150,180,52.5,75,1,Complete,100,70,75,87.5,95,1,Delayed,100,90,105,52.5,65,95,1,,,,,,,,,,,,,,,,,,,,,,
Transmission system associated with IPPs of Nagapattinam / Cuddalore Area- Package A - Salem - Madhugiri 765 kV S/C line,5,Erection/Construction,60,69,Line,765kV,"Tamil Nadu, Dharmapuri to Karnataka, Tumkur",220,TBCB,24,350,01-01-2017,100,90,85,35,36,Approved,0,100,150,180,52.5,75,1,Complete,100,70,75,87.5,95,1,Delayed,100,90,105,52.5,65,95,1,100,120,135,70,78,98,1,,,,,,,,,,,,,,,
Transmission system associated with IPPs of Nagapattinam / Cuddalore Area- Package A - Salem - Madhugiri 765 kV S/C line,6,Stringing/Cabling,62,71,Line,765kV,"Tamil Nadu, Dharmapuri to Karnataka, Tumkur",220,TBCB,24,350,01-01-2017,100,90,85,35,36,Approved,0,100,150,180,52.5,75,1,Complete,100,70,75,87.5,95,1,Delayed,100,90,105,52.5,65,95,1,100,120,135,70,78,98,1,100,80,82,35,37,99,Flat,,,,,,,,
Transmission system associated with IPPs of Nagapattinam / Cuddalore Area- Package A - Salem - Madhugiri 765 kV S/C line,7,Testing & Commissioning,63,72,Line,765kV,"Tamil Nadu, Dharmapuri to Karnataka, Tumkur",220,TBCB,24,350,01-01-2017,100,90,85,35,36,Approved,0,100,150,180,52.5,75,1,Complete,100,70,75,87.5,95,1,Delayed,100,90,105,52.5,65,95,1,100,120,135,70,78,98,1,100,80,82,35,37,99,Flat,100,45,46,17.5,18,Successful,01-01-2019,
Transmission system strengthening in Indian system for transfer of power from new HEP's in Bhutan - Alipurduar (PG) - Siliguri (PG) 400 KV D/C line,1,Planning/Engineering,-2,1,Line,400kV,"West Bengal, Alipurduar",232,TBCB,24,350,01-01-2017,100,90,88,35,36,Approved,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Transmission system strengthening in Indian system for transfer of power from new HEP's in Bhutan - Alipurduar (PG) - Siliguri (PG) 400 KV D/C line,2,Approvals & ROW,68,50,Line,400kV,"West Bengal, Alipurduar",232,TBCB,24,350,01-01-2017,100,90,88,35,36,Approved,0,100,150,210,52.5,85,1,Complete,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Transmission system strengthening in Indian system for transfer of power from new HEP's in Bhutan - Alipurduar (PG) - Siliguri (PG) 400 KV D/C line,3,Procurement/Supply,70,55,Line,400kV,"West Bengal, Alipurduar",232,TBCB,24,350,01-01-2017,100,90,88,35,36,Approved,0,100,150,210,52.5,85,1,Complete,100,70,72,87.5,92,1,OnTime,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Transmission system strengthening in Indian system for transfer of power from new HEP's in Bhutan - Alipurduar (PG) - Siliguri (PG) 400 KV D/C line,4,Site Preparation/Civil,95,71,Line,400kV,"West Bengal, Alipurduar",232,TBCB,24,350,01-01-2017,100,90,88,35,36,Approved,0,100,150,210,52.5,85,1,Complete,100,70,72,87.5,92,1,OnTime,100,100,125,52.5,68,98,1,,,,,,,,,,,,,,,,,,,,,,
Transmission system strengthening in Indian system for transfer of power from new HEP's in Bhutan - Alipurduar (PG) - Siliguri (PG) 400 KV D/C line,5,Erection/Construction,110,79,Line,400kV,"West Bengal, Alipurduar",232,TBCB,24,350,01-01-2017,100,90,88,35,36,Approved,0,100,150,210,52.5,85,1,Complete,100,70,72,87.5,92,1,OnTime,100,100,125,52.5,68,98,1,100,120,135,70,78,97,1,,,,,,,,,,,,,,,
Transmission system strengthening in Indian system for transfer of power from new HEP's in Bhutan - Alipurduar (PG) - Siliguri (PG) 400 KV D/C line,6,Stringing/Cabling,112,81,Line,400kV,"West Bengal, Alipurduar",232,TBCB,24,350,01-01-2017,100,90,88,35,36,Approved,0,100,150,210,52.5,85,1,Complete,100,70,72,87.5,92,1,OnTime,100,100,125,52.5,68,98,1,100,120,135,70,78,97,1,100,80,82,35,37,99,Forest,,,,,,,,
Transmission system strengthening in Indian system for transfer of power from new HEP's in Bhutan - Alipurduar (PG) - Siliguri (PG) 400 KV D/C line,7,Testing & Commissioning,113,82,Line,400kV,"West Bengal, Alipurduar",232,TBCB,24,350,01-01-2017,100,90,88,35,36,Approved,0,100,150,210,52.5,85,1,Complete,100,70,72,87.5,92,1,OnTime,100,100,125,52.5,68,98,1,100,120,135,70,78,97,1,100,80,82,35,37,99,Forest,100,45,46,17.5,18,Successful,20-01-2020,
Transmission system strengthening in Indian system for transfer of power from new HEP's in Bhutan - Kishanganj (PG) - Darbhanga (DMTCL) 400 KV D/C line,1,Planning/Engineering,-2,2,Line,400kV,"Bihar, Kishanganj",220,EPC,24,320,01-01-2023,100,90,88,32,34,Approved,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Transmission system strengthening in Indian system for transfer of power from new HEP's in Bhutan - Kishanganj (PG) - Darbhanga (DMTCL) 400 KV D/C line,2,Approvals & ROW,43,74,Line,400kV,"Bihar, Kishanganj",220,EPC,24,320,01-01-2023,100,90,88,32,34,Approved,0,100,150,195,48,72,1,Complete,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Transmission system strengthening in Indian system for transfer of power from new HEP's in Bhutan - Kishanganj (PG) - Darbhanga (DMTCL) 400 KV D/C line,3,Procurement/Supply,45,130,Line,400kV,"Bihar, Kishanganj",220,EPC,24,320,01-01-2023,100,90,88,32,34,Approved,0,100,150,195,48,72,1,Complete,100,70,72,80,88,1,OnTime,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Transmission system strengthening in Indian system for transfer of power from new HEP's in Bhutan - Kishanganj (PG) - Darbhanga (DMTCL) 400 KV D/C line,4,Site Preparation/Civil,63,178,Line,400kV,"Bihar, Kishanganj",220,EPC,24,320,01-01-2023,100,90,88,32,34,Approved,0,100,150,195,48,72,1,Complete,100,70,72,80,88,1,OnTime,100,90,108,48,60,98,1,,,,,,,,,,,,,,,,,,,,,,
Transmission system strengthening in Indian system for transfer of power from new HEP's in Bhutan - Kishanganj (PG) - Darbhanga (DMTCL) 400 KV D/C line,5,Erection/Construction,75,226,Line,400kV,"Bihar, Kishanganj",220,EPC,24,320,01-01-2023,100,90,88,32,34,Approved,0,100,150,195,48,72,1,Complete,100,70,72,80,88,1,OnTime,100,90,108,48,60,98,1,100,120,132,64,72,96,1,,,,,,,,,,,,,,,
Transmission system strengthening in Indian system for transfer of power from new HEP's in Bhutan - Kishanganj (PG) - Darbhanga (DMTCL) 400 KV D/C line,6,Stringing/Cabling,77,260,Line,400kV,"Bihar, Kishanganj",220,EPC,24,320,01-01-2023,100,90,88,32,34,Approved,0,100,150,195,48,72,1,Complete,100,70,72,80,88,1,OnTime,100,90,108,48,60,98,1,100,120,132,64,72,96,1,100,80,82,32,34,98,Flat,,,,,,,,
Transmission system strengthening in Indian system for transfer of power from new HEP's in Bhutan - Kishanganj (PG) - Darbhanga (DMTCL) 400 KV D/C line,7,Testing & Commissioning,78,277,Line,400kV,"Bihar, Kishanganj",220,EPC,24,320,01-01-2023,100,90,88,32,34,Approved,0,100,150,195,48,72,1,Complete,100,70,72,80,88,1,OnTime,100,90,108,48,60,98,1,100,120,132,64,72,96,1,100,80,82,32,34,98,Flat,100,45,46,16,17,Successful,15-12-2025,
Connectivity system for Khargone TPP (2x660 MW) - LILO of one ckt of Khandwa - Rajgarh 400kV D/C line at Khargone TPP,1,Planning/Engineering,-5,0.7,Line,400kV,"Madhya Pradesh, Khargone",45,EPC,24,285,01-01-2024,100,90,85,28.5,29.2,Approved,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Connectivity system for Khargone TPP (2x660 MW) - LILO of one ckt of Khandwa - Rajgarh 400kV D/C line at Khargone TPP,2,Approvals & ROW,10,13.9,Line,400kV,"Madhya Pradesh, Khargone",45,EPC,24,285,01-01-2024,100,90,85,28.5,29.2,Approved,0,100,150,165,42.75,55.6,1,Complete,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Connectivity system for Khargone TPP (2x660 MW) - LILO of one ckt of Khandwa - Rajgarh 400kV D/C line at Khargone TPP,3,Procurement/Supply,12,16.2,Line,400kV,"Madhya Pradesh, Khargone",45,EPC,24,285,01-01-2024,100,90,85,28.5,29.2,Approved,0,100,150,165,42.75,55.6,1,Complete,100,60,62,71.25,74.1,1,OnTime,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Connectivity system for Khargone TPP (2x660 MW) - LILO of one ckt of Khandwa - Rajgarh 400kV D/C line at Khargone TPP,4,Site Preparation/Civil,27,24.4,Line,400kV,"Madhya Pradesh, Khargone",45,EPC,24,285,01-01-2024,100,90,85,28.5,29.2,Approved,0,100,150,165,42.75,55.6,1,Complete,100,60,62,71.25,74.1,1,OnTime,100,90,105,42.75,50.2,98,1,,,,,,,,,,,,,,,,,,,,,,
Connectivity system for Khargone TPP (2x660 MW) - LILO of one ckt of Khandwa - Rajgarh 400kV D/C line at Khargone TPP,5,Erection/Construction,35,27.2,Line,400kV,"Madhya Pradesh, Khargone",45,EPC,24,285,01-01-2024,100,90,85,28.5,29.2,Approved,0,100,150,165,42.75,55.6,1,Complete,100,60,62,71.25,74.1,1,OnTime,100,90,105,42.75,50.2,98,1,100,120,128,57,59.8,97,1,,,,,,,,,,,,,,,
Connectivity system for Khargone TPP (2x660 MW) - LILO of one ckt of Khandwa - Rajgarh 400kV D/C line at Khargone TPP,6,Stringing/Cabling,36,27.8,Line,400kV,"Madhya Pradesh, Khargone",45,EPC,24,285,01-01-2024,100,90,85,28.5,29.2,Approved,0,100,150,165,42.75,55.6,1,Complete,100,60,62,71.25,74.1,1,OnTime,100,90,105,42.75,50.2,98,1,100,120,128,57,59.8,97,1,100,75,76,28.5,29.1,99,Flat,,,,,,,,
Connectivity system for Khargone TPP (2x660 MW) - LILO of one ckt of Khandwa - Rajgarh 400kV D/C line at Khargone TPP,7,Testing & Commissioning,37,28.3,Line,400kV,"Madhya Pradesh, Khargone",45,EPC,24,285,01-01-2024,100,90,85,28.5,29.2,Approved,0,100,150,165,42.75,55.6,1,Complete,100,60,62,71.25,74.1,1,OnTime,100,90,105,42.75,50.2,98,1,100,120,128,57,59.8,97,1,100,75,76,28.5,29.1,99,Flat,100,45,46,14.25,14.7,Successful,12-12-2025,
"Creation of new 400 kV GIS in Gurgaon area and Palwal as a part of ISTS - 2x500 MVA, 400/220 kV GIS at Kadarpur (Gurgaon)",1,Planning/Engineering,-2,1,Substation,400kV,"Haryana, Gurgaon",1000,TBCB,24,350,01-01-2023,100,90,88,35,36,Approved,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"Creation of new 400 kV GIS in Gurgaon area and Palwal as a part of ISTS - 2x500 MVA, 400/220 kV GIS at Kadarpur (Gurgaon)",2,Approvals & ROW,13,18.5,Substation,400kV,"Haryana, Gurgaon",1000,TBCB,24,350,01-01-2023,100,90,88,35,36,Approved,0,100,150,165,52.5,65,0,Complete,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"Creation of new 400 kV GIS in Gurgaon area and Palwal as a part of ISTS - 2x500 MVA, 400/220 kV GIS at Kadarpur (Gurgaon)",3,Procurement/Supply,15,22.5,Substation,400kV,"Haryana, Gurgaon",1000,TBCB,24,350,01-01-2023,100,90,88,35,36,Approved,0,100,150,165,52.5,65,0,Complete,100,70,72,87.5,92,1,OnTime,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"Creation of new 400 kV GIS in Gurgaon area and Palwal as a part of ISTS - 2x500 MVA, 400/220 kV GIS at Kadarpur (Gurgaon)",4,Site Preparation/Civil,20,28,Substation,400kV,"Haryana, Gurgaon",1000,TBCB,24,350,01-01-2023,100,90,88,35,36,Approved,0,100,150,165,52.5,65,0,Complete,100,70,72,87.5,92,1,OnTime,100,90,95,52.5,58,98,1,,,,,,,,,,,,,,,,,,,,,,
"Creation of new 400 kV GIS in Gurgaon area and Palwal as a part of ISTS - 2x500 MVA, 400/220 kV GIS at Kadarpur (Gurgaon)",5,Erection/Construction,25,32,Substation,400kV,"Haryana, Gurgaon",1000,TBCB,24,350,01-01-2023,100,90,88,35,36,Approved,0,100,150,165,52.5,65,0,Complete,100,70,72,87.5,92,1,OnTime,100,90,95,52.5,58,98,1,100,120,125,70,74,100,1,,,,,,,,,,,,,,,
"Creation of new 400 kV GIS in Gurgaon area and Palwal as a part of ISTS - 2x500 MVA, 400/220 kV GIS at Kadarpur (Gurgaon)",6,Stringing/Cabling,27,33,Substation,400kV,"Haryana, Gurgaon",1000,TBCB,24,350,01-01-2023,100,90,88,35,36,Approved,0,100,150,165,52.5,65,0,Complete,100,70,72,87.5,92,1,OnTime,100,90,95,52.5,58,98,1,100,120,125,70,74,100,1,100,80,82,35,36,100,Flat,,,,,,,,
"Creation of new 400 kV GIS in Gurgaon area and Palwal as a part of ISTS - 2x500 MVA, 400/220 kV GIS at Kadarpur (Gurgaon)",7,Testing & Commissioning,28,34,Substation,400kV,"Haryana, Gurgaon",1000,TBCB,24,350,01-01-2023,100,90,88,35,36,Approved,0,100,150,165,52.5,65,0,Complete,100,70,72,87.5,92,1,OnTime,100,90,95,52.5,58,98,1,100,120,125,70,74,100,1,100,80,82,35,36,100,Flat,100,45,46,17.5,18,Successful,15-12-2024,
"Creation of new 400 kV GIS in Gurgaon area and Palwal as a part of ISTS - 2x500 MVA, 400/220 kV GIS at Prithala (Palwal)",1,Planning/Engineering,-5,1,Substation,400kV,"Haryana, Palwal",1000,TBCB,24,350,01-01-2023,100,90,85,35,36,Approved,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"Creation of new 400 kV GIS in Gurgaon area and Palwal as a part of ISTS - 2x500 MVA, 400/220 kV GIS at Prithala (Palwal)",2,Approvals & ROW,10,28,Substation,400kV,"Haryana, Palwal",1000,TBCB,24,350,01-01-2023,100,90,85,35,36,Approved,0,100,150,165,52.5,65,1,Complete,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"Creation of new 400 kV GIS in Gurgaon area and Palwal as a part of ISTS - 2x500 MVA, 400/220 kV GIS at Prithala (Palwal)",3,Procurement/Supply,12,33,Substation,400kV,"Haryana, Palwal",1000,TBCB,24,350,01-01-2023,100,90,85,35,36,Approved,0,100,150,165,52.5,65,1,Complete,100,60,62,87.5,92,1,OnTime,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"Creation of new 400 kV GIS in Gurgaon area and Palwal as a part of ISTS - 2x500 MVA, 400/220 kV GIS at Prithala (Palwal)",4,Site Preparation/Civil,17,38,Substation,400kV,"Haryana, Palwal",1000,TBCB,24,350,01-01-2023,100,90,85,35,36,Approved,0,100,150,165,52.5,65,1,Complete,100,60,62,87.5,92,1,OnTime,100,90,95,52.5,57,98,1,,,,,,,,,,,,,,,,,,,,,,
"Creation of new 400 kV GIS in Gurgaon area and Palwal as a part of ISTS - 2x500 MVA, 400/220 kV GIS at Prithala (Palwal)",5,Erection/Construction,22,45,Substation,400kV,"Haryana, Palwal",1000,TBCB,24,350,01-01-2023,100,90,85,35,36,Approved,0,100,150,165,52.5,65,1,Complete,100,60,62,87.5,92,1,OnTime,100,90,95,52.5,57,98,1,100,120,125,70,74,100,1,,,,,,,,,,,,,,,
"Creation of new 400 kV GIS in Gurgaon area and Palwal as a part of ISTS - 2x500 MVA, 400/220 kV GIS at Prithala (Palwal)",6,Stringing/Cabling,23,46,Substation,400kV,"Haryana, Palwal",1000,TBCB,24,350,01-01-2023,100,90,85,35,36,Approved,0,100,150,165,52.5,65,1,Complete,100,60,62,87.5,92,1,OnTime,100,90,95,52.5,57,98,1,100,120,125,70,74,100,1,100,75,76,35,36,100,Flat,,,,,,,,
"Creation of new 400 kV GIS in Gurgaon area and Palwal as a part of ISTS - 2x500 MVA, 400/220 kV GIS at Prithala (Palwal)",7,Testing & Commissioning,24,47,Substation,400kV,"Haryana, Palwal",1000,TBCB,24,350,01-01-2023,100,90,85,35,36,Approved,0,100,150,165,52.5,65,1,Complete,100,60,62,87.5,92,1,OnTime,100,90,95,52.5,57,98,1,100,120,125,70,74,100,1,100,75,76,35,36,100,Flat,100,45,46,17.5,18,Successful,15-12-2024,
Eastern Region Strengthening Scheme-XXI - Darbhanga - Sitamarhi (New) 400kV D/C line,1,Planning/Engineering,-2,-0.8,Line,400kV,"Bihar, Darbhanga-Sitamarhi",120,TBCB,30,280,01-01-2023,100,90,88,28,27.2,Approved,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Eastern Region Strengthening Scheme-XXI - Darbhanga - Sitamarhi (New) 400kV D/C line,2,Approvals & ROW,13,28,Line,400kV,"Bihar, Darbhanga-Sitamarhi",120,TBCB,30,280,01-01-2023,100,90,88,28,27.2,Approved,0,100,150,165,42,58.8,1,Complete,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Eastern Region Strengthening Scheme-XXI - Darbhanga - Sitamarhi (New) 400kV D/C line,3,Procurement/Supply,15,29.4,Line,400kV,"Bihar, Darbhanga-Sitamarhi",120,TBCB,30,280,01-01-2023,100,90,88,28,27.2,Approved,0,100,150,165,42,58.8,1,Complete,100,70,72,70,71.4,1,OnTime,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Eastern Region Strengthening Scheme-XXI - Darbhanga - Sitamarhi (New) 400kV D/C line,4,Site Preparation/Civil,30,35.7,Line,400kV,"Bihar, Darbhanga-Sitamarhi",120,TBCB,30,280,01-01-2023,100,90,88,28,27.2,Approved,0,100,150,165,42,58.8,1,Complete,100,70,72,70,71.4,1,OnTime,100,100,115,42,48.3,96,1,,,,,,,,,,,,,,,,,,,,,,
Eastern Region Strengthening Scheme-XXI - Darbhanga - Sitamarhi (New) 400kV D/C line,5,Erection/Construction,38,43.3,Line,400kV,"Bihar, Darbhanga-Sitamarhi",120,TBCB,30,280,01-01-2023,100,90,88,28,27.2,Approved,0,100,150,165,42,58.8,1,Complete,100,70,72,70,71.4,1,OnTime,100,100,115,42,48.3,96,1,100,120,128,56,59.6,97,1,,,,,,,,,,,,,,,
Eastern Region Strengthening Scheme-XXI - Darbhanga - Sitamarhi (New) 400kV D/C line,6,Stringing/Cabling,40,44.86,Line,400kV,"Bihar, Darbhanga-Sitamarhi",120,TBCB,30,280,01-01-2023,100,90,88,28,27.2,Approved,0,100,150,165,42,58.8,1,Complete,100,70,72,70,71.4,1,OnTime,100,100,115,42,48.3,96,1,100,120,128,56,59.6,97,1,100,80,82,28,28.56,98,Flat,,,,,,,,
Eastern Region Strengthening Scheme-XXI - Darbhanga - Sitamarhi (New) 400kV D/C line,7,Testing & Commissioning,41,45.07,Line,400kV,"Bihar, Darbhanga-Sitamarhi",120,TBCB,30,280,01-01-2023,100,90,88,28,27.2,Approved,0,100,150,165,42,58.8,1,Complete,100,70,72,70,71.4,1,OnTime,100,100,115,42,48.3,96,1,100,120,128,56,59.6,97,1,100,80,82,28,28.56,98,Flat,100,45,46,14,14.21,Successful,15-12-2024,
